Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,4.699999809265137,4.699999809265137,3.130000114440918,3.630000114440918,3.630000114440918,6021
2023-01-04,3.5999999046325684,4.5,3.5999999046325684,4.25,4.25,4187
2023-01-05,3.7200000286102295,3.7799999713897705,3.25,3.630000114440918,3.630000114440918,239
2023-01-06,2.8499999046325684,4.449999809265137,2.8499999046325684,4.300000190734863,4.300000190734863,1069
2023-01-09,5.400000095367432,6.300000190734863,5.0,5.559999942779541,5.559999942779541,1362
2023-01-10,5.699999809265137,5.699999809265137,4.610000133514404,4.900000095367432,4.900000095367432,400
2023-01-11,6.550000190734863,6.639999866485596,5.5,5.849999904632568,5.849999904632568,934
2023-01-12,5.630000114440918,5.699999809265137,4.610000133514404,5.699999809265137,5.699999809265137,1087
2023-01-13,4.25,5.25,4.199999809265137,5.199999809265137,5.199999809265137,3828
2023-01-17,5.75,7.5,5.75,7.349999904632568,7.349999904632568,12544
2023-01-18,8.649999618530273,8.930000305175781,6.210000038146973,6.639999866485596,6.639999866485596,11542
2023-01-19,6.429999828338623,6.480000019073486,5.820000171661377,6.099999904632568,6.099999904632568,911
2023-01-20,6.239999771118164,7.300000190734863,6.21999979019165,7.300000190734863,7.300000190734863,1702
2023-01-23,7.980000019073486,11.210000038146973,7.550000190734863,10.760000228881836,10.760000228881836,24612
2023-01-24,10.550000190734863,11.930000305175781,10.100000381469727,10.5,10.5,7135
2023-01-25,9.649999618530273,11.399999618530273,8.550000190734863,10.600000381469727,10.600000381469727,8336
2023-01-26,17.049999237060547,17.200000762939453,14.300000190734863,16.899999618530273,16.899999618530273,137964
2023-01-27,17.579999923706055,32.560001373291016,17.5,30.600000381469727,30.600000381469727,134170
2023-01-30,31.309999465942383,31.850000381469727,22.399999618530273,22.399999618530273,22.399999618530273,5213
2023-01-31,20.950000762939453,26.899999618530273,20.950000762939453,25.5,25.5,7621
2023-02-01,25.0,32.20000076293945,25.0,31.350000381469727,31.350000381469727,4667
2023-02-02,34.11000061035156,42.400001525878906,33.099998474121094,35.65999984741211,35.65999984741211,2967
2023-02-03,34.95000076293945,45.0,34.95000076293945,38.400001525878906,38.400001525878906,947
2023-02-06,42.150001525878906,43.16999816894531,39.15999984741211,42.02000045776367,42.02000045776367,561
2023-02-07,43.75,43.75,37.619998931884766,41.5,41.5,868
2023-02-08,47.29999923706055,47.849998474121094,45.20000076293945,46.16999816894531,46.16999816894531,180
2023-02-09,52.29999923706055,57.400001525878906,50.209999084472656,51.5099983215332,51.5099983215332,2429
2023-02-10,49.619998931884766,49.619998931884766,41.56999969482422,42.5,42.5,266
2023-02-13,38.25,41.18000030517578,36.400001525878906,41.11000061035156,41.11000061035156,774
2023-02-14,38.5,53.4900016784668,38.5,53.150001525878906,53.150001525878906,651
2023-02-15,55.40999984741211,57.650001525878906,55.099998474121094,57.06999969482422,57.06999969482422,1210
2023-02-16,57.689998626708984,60.0,47.79999923706055,47.79999923706055,47.79999923706055,275
2023-02-17,48.20000076293945,51.5,45.29999923706055,50.29999923706055,50.29999923706055,437
2023-02-21,46.599998474121094,46.599998474121094,42.7400016784668,42.7400016784668,42.7400016784668,559
2023-02-22,41.0,44.790000915527344,38.599998474121094,42.7599983215332,42.7599983215332,118
2023-02-23,48.09000015258789,48.09000015258789,41.91999816894531,46.04999923706055,46.04999923706055,754
