Date,Log Return
2022-03-14,-0.02656248511805548
2022-03-15,0.02967743474150386
2022-03-16,0.029015481779815167
2022-03-17,0.006453880543090262
2022-03-18,0.02091902808082957
2022-03-21,0.008537630901509274
2022-03-22,0.020800543279900108
2022-03-23,0.008233663751674225
2022-03-24,0.02267779742213838
2022-03-25,0.003734138378127083
2022-03-28,0.0050366805652399815
2022-03-29,0.019134388668630375
2022-03-30,-0.006649508342294497
2022-03-31,-0.01777579392938944
2022-04-01,-0.0017181657764904212
2022-04-04,0.023693424346857395
2022-04-05,-0.01894194942630789
2022-04-06,-0.018450755950812914
2022-04-07,0.0018041236652888148
2022-04-08,-0.011909012756121218
2022-04-11,-0.025515936562237607
2022-04-12,0.011523466533175153
2022-04-13,0.01634246831464159
2022-04-14,-0.029988129828113164
2022-04-18,-0.0013308912299654363
2022-04-19,0.014115180745345679
2022-04-20,-0.001015619913303234
2022-04-21,-0.004843580103721545
2022-04-22,-0.027821206695316958
2022-04-25,0.0067372120115840595
2022-04-26,-0.037328122262371144
2022-04-27,-0.001466883607098457
2022-04-28,0.045155457473673444
2022-04-29,-0.036604749254132596
2022-05-02,0.0019663977159638524
2022-05-03,0.009622794913843213
2022-05-04,0.04100820599205868
2022-05-05,-0.05571609725732596
2022-05-06,0.004727181179170037
2022-05-09,-0.033189246675500605
2022-05-10,0.01611207068097298
2022-05-11,-0.05184128431310786
2022-05-12,-0.02689417735420574
2022-05-13,0.03191629601163504
2022-05-16,-0.010672260063790517
2022-05-17,0.025422534558562138
2022-05-18,-0.05641915019384269
2022-05-19,-0.02464141324475011
2022-05-20,0.0017472598064622868
2022-05-23,0.04011933192304973
2022-05-24,-0.0192159837499285
2022-05-25,0.0011399328140766496
2022-05-26,0.02319954864767748
2022-05-27,0.040756665047227525
2022-05-31,-0.005346196712176066
2022-06-01,-0.0008734393489524539
2022-06-02,0.01681137245115627
2022-06-03,-0.03855571841784633
2022-06-06,0.005227658297984883
2022-06-07,0.01758583977972994
2022-06-08,-0.00504328804197407
2022-06-09,-0.03595572620596443
2022-06-10,-0.038628670172866975
2022-06-13,-0.03828486231332928
2022-06-14,0.006672773505663754
2022-06-15,0.02011135591564739
2022-06-16,-0.0396514568095746
2022-06-17,0.011533180109177144
2022-06-21,0.032760728604979805
2022-06-22,-0.0038271547136008444
2022-06-23,0.021573658962414033
2022-06-24,0.024517273972338494
2022-06-27,0.0
2022-06-28,-0.029789575012162506
2022-06-29,0.01302381792574514
2022-06-30,-0.018027709463058428
2022-07-01,0.016164311284275312
2022-07-05,0.018930444348085995
2022-07-06,0.009607292459396621
2022-07-07,0.02399941139165218
2022-07-08,0.004714662030175676
2022-07-11,-0.01475794068739178
2022-07-12,0.006833847958151784
2022-07-13,-0.0025367075389964855
2022-07-14,0.02048244790570264
2022-07-15,0.011450117657358927
2022-07-18,-0.020643168510067977
2022-07-19,0.026721987705146555
2022-07-20,0.013509863104561148
2022-07-21,0.015094222830669413
2022-07-22,-0.008110840256409069
2022-07-25,-0.00739824429724889
2022-07-26,-0.008826404851065117
2022-07-27,0.034234770769705936
2022-07-28,0.0035716782233996547
2022-07-29,0.03279319025766836
2022-08-01,-0.006153551860921702
2022-08-02,-0.009287383864992727
2022-08-03,0.03824779749904872
2022-08-04,-0.0019263061711276563
2022-08-05,-0.0013890219103992463
2022-08-08,-0.002902997322980605
2022-08-09,0.0003033262551017657
2022-08-10,0.026194540706347524
2022-08-11,-0.004431595186135007
2022-08-12,0.021425596716582396
2022-08-15,0.006333507695211349
2022-08-16,-0.0009238023890173475
2022-08-17,0.00878459146315147
2022-08-18,-0.0022916868734189633
2022-08-19,-0.015101932683837416
2022-08-22,-0.02302934133927592
2022-08-23,-0.002029055356525311
2022-08-24,0.0017939992058402243
2022-08-25,0.014922672907206058
2022-08-26,-0.03769916864667955
2022-08-29,-0.013690342206632233
2022-08-30,-0.01530544637668152
2022-08-31,-0.010634965343213731
2022-09-01,0.004706827806610248
2022-09-02,-0.013611079266378723
2022-09-06,-0.008215086545331096
2022-09-07,0.009253901870938774
2022-09-08,-0.009617891209236396
2022-09-09,0.018839762470120425
2022-09-12,0.03850797758073621
2022-09-13,-0.05867957400682189
2022-09-14,0.009555407672982907
2022-09-15,-0.01892983356672473
2022-09-16,-0.010960133052239862
2022-09-19,0.02508286534087545
2022-09-20,0.015665450434837025
2022-09-21,-0.020267672359166933
2022-09-22,-0.006375111691419133
2022-09-23,-0.015123834992774698
2022-09-26,0.0022602459752469883
2022-09-27,0.006566247635276801
2022-09-28,-0.012651633248891625
2022-09-29,-0.049119061203703684
2022-09-30,-0.030039344027697812
2022-10-03,0.030752667448653126
2022-10-04,0.025623005707970936
2022-10-05,0.002053354958624798
2022-10-06,-0.006625694872991139
2022-10-07,-0.036718694904853466
2022-10-10,0.002355721740954664
2022-10-11,-0.010255066895635045
2022-10-12,-0.0046050079488979545
2022-10-13,0.03361296279165904
2022-10-14,-0.032240038256281744
2022-10-17,0.02912273715300251
2022-10-18,0.009409435619817996
2022-10-19,0.0007652121317962557
2022-10-20,-0.0032670621105705955
2022-10-21,0.0270590099091077
2022-10-24,0.014802699106613915
2022-10-25,0.019337663663868465
2022-10-26,-0.019627161306367324
2022-10-27,-0.030465336878932825
2022-10-28,0.07555256360462237
2022-10-31,-0.015410344264969789
2022-11-01,-0.01754275805195249
2022-11-02,-0.0373050333883006
2022-11-03,-0.04240497023635814
2022-11-04,-0.0019473775983680497
2022-11-07,0.0039022441189144885
2022-11-08,0.004175182536353628
2022-11-09,-0.03319006149533299
2022-11-10,0.08897456365827372
2022-11-11,0.019268728127011414
2022-11-14,-0.009485613297641748
2022-11-15,0.011869383294394575
2022-11-16,-0.008331101045729095
2022-11-17,0.012971441219321367
2022-11-18,0.0037817890098765794
2022-11-21,-0.021680280037245092
2022-11-22,0.014661140018347618
2022-11-23,0.005926413763607474
2022-11-25,-0.019593682865218565
2022-11-28,-0.02626422358257896
2022-11-29,-0.021148237616842258
2022-11-30,0.04859383046247978
2022-12-01,0.0018914976961761365
2022-12-02,-0.0033713123759251395
2022-12-05,-0.007983161478345768
2022-12-06,-0.025369951976540905
2022-12-07,-0.013784888625020697
2022-12-08,0.012132744444250498
2022-12-09,-0.0034349075222149805
2022-12-12,0.01638997268982889
2022-12-13,0.006782437097700322
2022-12-14,-0.015535790149120876
2022-12-15,-0.04685435641887625
2022-12-16,-0.014578775296892332
2022-12-19,-0.015909572215163093
2022-12-20,-0.0005287599827979994
2022-12-21,0.02380944405202845
2022-12-22,-0.02377258719590114
2022-12-23,-0.0027981139572388347
2022-12-27,-0.013878350373759729
2022-12-28,-0.030685225808309347
2022-12-29,0.02832435997776317
2022-12-30,0.002468880480197777
2023-01-03,-0.037404769239074875
2023-01-04,0.010314278622129303
2023-01-05,-0.010604698830362858
2023-01-06,0.03679417447115174
2023-01-09,0.0040888601110185
2023-01-10,0.004456404486017584
2023-01-11,0.02111226190782345
2023-01-12,-0.0005993087171427547
2023-01-13,0.010119098552789474
2023-01-17,0.008756354920472775
2023-01-18,-0.005369977365783707
2023-01-19,0.0004437354522925929
2023-01-20,0.01922072317359458
2023-01-23,0.023500519249589402
2023-01-24,0.010063044155601109
2023-01-25,-0.004700745372968496
2023-01-26,0.01480334951960427
2023-01-27,0.013684239579286217
2023-01-30,-0.020078043055001715
2023-01-31,0.009020919466503408
2023-02-01,0.007900740676565654
2023-02-02,0.03706266149802917
2023-02-03,0.024399862520001925
2023-02-06,-0.017928805457158914
2023-02-07,0.019244672319954192
2023-02-08,-0.017652712913862723
2023-02-09,-0.0069115428539698875
2023-02-10,0.0024561545319079503
2023-02-13,0.01880677902118011
2023-02-14,-0.004224953717818392
2023-02-15,0.013903426404976438
2023-02-16,-0.010429376798369527
2023-02-17,-0.007546702305912589
2023-02-21,-0.026679824600448265
2023-02-22,0.0028960664530148783
2023-02-23,0.0032905125399556034
2023-02-24,-0.018005269695533066
2023-02-27,0.008247504598905886
2023-02-28,-0.003447772533457294
2023-03-01,-0.014246021649447993
2023-03-02,0.0041291453691869595
2023-03-03,0.035090089703815774
2023-03-06,0.01853938339660255
2023-03-07,-0.014496494188358522
2023-03-08,0.00837723590066819
2023-03-09,-0.014914625839747453
2023-03-10,-0.0138787196275717
2023-03-13,0.013266001486216261
2023-03-14,0.01408915464869298
2023-03-15,0.0026214638237991306
2023-03-16,0.018694035607962345
2023-03-17,-0.00545400109224925
2023-03-20,0.015483831590221708
2023-03-21,0.011944122971497162
2023-03-22,-0.009103446505241086
2023-03-23,0.006969466083539766
2023-03-24,0.008305589788276002
2023-03-27,-0.012293299349161457
2023-03-28,-0.003980318976947728
2023-03-29,0.019790742129842442
2023-03-30,0.009889881791605992
2023-03-31,0.015644205941022005
2023-04-03,0.00770166355044366
2023-04-04,-0.003249643690696802
2023-04-05,-0.011290287513422759
2023-04-06,0.005495903672834368
2023-04-10,-0.01597233586979263
2023-04-11,-0.007591160506113748
2023-04-12,-0.004353214769634461
2023-04-13,0.03410363052421039
2023-04-14,-0.0021139819394035975
2023-04-17,0.0001209915432451858
2023-04-18,0.0075047238711354325
2023-04-19,0.006968244450070493
2023-04-20,-0.0058462742813449875
2023-04-21,-0.00978091619394783
2023-04-24,0.001878545331279513
