Date,Open,High,Low,Close,Adj Close,Volume
2022-08-19,12.600000381469727,12.600000381469727,12.300000190734863,12.399999618530273,12.399999618530273,31
2022-08-22,13.75,14.300000190734863,13.600000381469727,14.300000190734863,14.300000190734863,128
2022-08-24,14.0,14.0,14.0,14.0,14.0,5
2022-08-25,13.0,13.550000190734863,13.0,13.550000190734863,13.550000190734863,92
2022-08-29,16.68000030517578,17.200000762939453,16.450000762939453,16.549999237060547,16.549999237060547,360
2022-08-30,16.5,17.850000381469727,16.5,17.850000381469727,17.850000381469727,105
2022-08-31,17.25,17.700000762939453,17.0,17.600000381469727,17.600000381469727,120
2022-09-01,18.649999618530273,19.649999618530273,18.450000762939453,18.450000762939453,18.450000762939453,419
2022-09-02,17.049999237060547,18.549999237060547,16.799999237060547,18.549999237060547,18.549999237060547,30
2022-09-06,19.450000762939453,20.200000762939453,19.200000762939453,20.200000762939453,20.200000762939453,213
2022-09-07,19.700000762939453,19.700000762939453,18.899999618530273,19.399999618530273,19.399999618530273,118
2022-09-08,19.549999237060547,20.479999542236328,18.899999618530273,19.84000015258789,19.84000015258789,1805
2022-09-09,18.950000762939453,18.950000762939453,17.5,17.5,17.5,914
2022-09-12,15.949999809265137,15.949999809265137,14.800000190734863,14.899999618530273,14.899999618530273,52
2022-09-13,17.75,18.600000381469727,17.75,18.600000381469727,18.600000381469727,3
2022-09-14,19.040000915527344,19.040000915527344,19.0,19.0,19.0,16
2022-09-15,19.450000762939453,20.559999465942383,19.450000762939453,20.559999465942383,20.559999465942383,9
2022-09-16,22.200000762939453,22.75,22.200000762939453,22.489999771118164,22.489999771118164,29
2022-09-20,19.450000762939453,19.450000762939453,19.200000762939453,19.200000762939453,19.200000762939453,6
2022-09-21,18.350000381469727,19.780000686645508,18.350000381469727,19.780000686645508,19.780000686645508,36
2022-09-22,20.450000762939453,20.950000762939453,20.0,20.0,20.0,576
2022-09-23,21.450000762939453,23.200000762939453,21.450000762939453,23.200000762939453,23.200000762939453,1058
2022-09-26,21.149999618530273,21.950000762939453,21.100000381469727,21.950000762939453,21.950000762939453,41
2022-09-27,20.350000381469727,21.700000762939453,20.350000381469727,21.700000762939453,21.700000762939453,9
2022-09-28,24.25,25.399999618530273,22.25,22.25,22.25,10666
2022-09-29,25.100000381469727,28.40999984741211,24.850000381469727,27.850000381469727,27.850000381469727,482
2022-09-30,26.950000762939453,28.790000915527344,26.950000762939453,28.649999618530273,28.649999618530273,130
2022-10-03,28.0,28.0,27.25,27.25,27.25,0
2022-10-04,24.770000457763672,24.899999618530273,24.399999618530273,24.399999618530273,24.399999618530273,354
2022-10-05,25.149999618530273,25.549999237060547,24.149999618530273,24.149999618530273,24.149999618530273,118
2022-10-06,24.149999618530273,24.649999618530273,24.149999618530273,24.649999618530273,24.649999618530273,12
2022-10-11,29.540000915527344,29.540000915527344,29.540000915527344,29.540000915527344,29.540000915527344,1
2022-10-12,29.260000228881836,29.260000228881836,29.260000228881836,29.260000228881836,29.260000228881836,2
2022-10-13,29.200000762939453,29.200000762939453,29.200000762939453,29.200000762939453,29.200000762939453,2
2022-10-14,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,29.209999084472656,10
2022-10-17,26.34000015258789,26.34000015258789,26.34000015258789,26.34000015258789,26.34000015258789,10
2022-10-18,25.510000228881836,25.510000228881836,24.610000610351562,24.610000610351562,24.610000610351562,3
2022-10-20,25.149999618530273,25.850000381469727,25.149999618530273,25.850000381469727,25.850000381469727,18
2022-10-21,24.600000381469727,24.850000381469727,24.600000381469727,24.850000381469727,24.850000381469727,13
2022-10-24,21.799999237060547,21.799999237060547,21.799999237060547,21.799999237060547,21.799999237060547,1
2022-10-25,20.459999084472656,20.459999084472656,20.0,20.0,20.0,11
2022-10-26,20.950000762939453,22.25,20.700000762939453,22.25,22.25,360
2022-10-27,24.209999084472656,24.209999084472656,24.209999084472656,24.209999084472656,24.209999084472656,6
2022-10-28,20.3799991607666,20.3799991607666,16.950000762939453,16.950000762939453,16.950000762939453,707
2022-10-31,18.700000762939453,18.950000762939453,18.5,18.950000762939453,18.950000762939453,57
2022-11-01,20.75,20.850000381469727,20.200000762939453,20.200000762939453,20.200000762939453,70
2022-11-03,26.200000762939453,28.25,26.200000762939453,28.25,28.25,0
2022-11-04,26.850000381469727,31.600000381469727,26.850000381469727,31.600000381469727,31.600000381469727,40
2022-11-07,30.0,30.0,30.0,30.0,30.0,0
2022-11-08,27.040000915527344,27.040000915527344,26.729999542236328,26.729999542236328,26.729999542236328,3
2022-11-09,31.200000762939453,31.649999618530273,31.200000762939453,31.649999618530273,31.649999618530273,2
2022-11-10,24.600000381469727,24.600000381469727,24.1200008392334,24.1200008392334,24.1200008392334,9
2022-11-11,22.100000381469727,22.100000381469727,20.350000381469727,20.450000762939453,20.450000762939453,20
2022-11-14,21.299999237060547,21.299999237060547,20.75,20.75,20.75,3
2022-11-15,18.049999237060547,18.520000457763672,18.049999237060547,18.520000457763672,18.520000457763672,8
2022-11-16,21.170000076293945,21.170000076293945,20.520000457763672,20.520000457763672,20.520000457763672,14
2022-11-17,20.100000381469727,20.1200008392334,20.100000381469727,20.1200008392334,20.1200008392334,7
2022-11-21,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,2
2022-11-23,18.889999389648438,18.889999389648438,18.8700008392334,18.8700008392334,18.8700008392334,3
2022-11-30,25.350000381469727,25.350000381469727,24.600000381469727,24.600000381469727,24.600000381469727,92
2022-12-01,21.399999618530273,21.399999618530273,21.299999237060547,21.299999237060547,21.299999237060547,25
2022-12-06,21.760000228881836,23.65999984741211,21.760000228881836,23.65999984741211,23.65999984741211,30
2022-12-07,25.84000015258789,25.84000015258789,25.84000015258789,25.84000015258789,25.84000015258789,1
2022-12-12,24.25,24.25,24.25,24.25,24.25,1
2022-12-13,22.350000381469727,22.899999618530273,22.149999618530273,22.149999618530273,22.149999618530273,122
2022-12-15,27.3700008392334,28.8799991607666,27.3700008392334,28.8799991607666,28.8799991607666,50
2022-12-16,31.100000381469727,31.520000457763672,30.729999542236328,31.520000457763672,31.520000457763672,8
2022-12-20,32.25,33.91999816894531,32.25,33.25,33.25,16491
2022-12-21,30.100000381469727,30.149999618530273,29.920000076293945,29.950000762939453,29.950000762939453,320
2022-12-22,33.130001068115234,33.130001068115234,33.130001068115234,33.130001068115234,33.130001068115234,1
2022-12-23,33.93000030517578,33.93000030517578,33.93000030517578,33.93000030517578,33.93000030517578,113
2022-12-27,35.099998474121094,35.099998474121094,34.880001068115234,35.029998779296875,35.029998779296875,37
2022-12-29,36.150001525878906,36.150001525878906,35.0,35.16999816894531,35.16999816894531,2599
2023-01-03,40.779998779296875,40.779998779296875,40.779998779296875,40.779998779296875,40.779998779296875,6
2023-01-04,38.0,38.060001373291016,38.0,38.060001373291016,38.060001373291016,117
2023-01-09,32.630001068115234,34.849998474121094,32.630001068115234,34.849998474121094,34.849998474121094,7
2023-01-10,35.34000015258789,35.34000015258789,35.34000015258789,35.34000015258789,35.34000015258789,1
2023-01-19,30.610000610351562,30.610000610351562,30.600000381469727,30.600000381469727,30.600000381469727,5
2023-01-20,29.719999313354492,29.719999313354492,29.719999313354492,29.719999313354492,29.719999313354492,2
2023-01-24,22.559999465942383,22.559999465942383,22.559999465942383,22.559999465942383,22.559999465942383,2
2023-01-26,23.25,23.25,22.950000762939453,22.950000762939453,22.950000762939453,69
2023-01-27,19.5,19.5,19.5,19.5,19.5,5
2023-01-30,20.799999237060547,22.059999465942383,20.799999237060547,22.059999465942383,22.059999465942383,3
2023-01-31,22.700000762939453,22.700000762939453,22.350000381469727,22.549999237060547,22.549999237060547,172
2023-02-01,22.649999618530273,23.100000381469727,19.5,19.5,19.5,75
2023-02-02,17.549999237060547,17.549999237060547,16.350000381469727,16.450000762939453,16.450000762939453,960
2023-02-03,16.149999618530273,16.149999618530273,11.800000190734863,12.899999618530273,12.899999618530273,2343
2023-02-06,14.699999809265137,15.649999618530273,14.15999984741211,15.649999618530273,15.649999618530273,2000
2023-02-07,15.0,15.0,12.600000381469727,13.050000190734863,13.050000190734863,891
2023-02-08,13.699999809265137,15.25,13.699999809265137,14.949999809265137,14.949999809265137,280
2023-02-09,13.5,16.0,13.5,15.649999618530273,15.649999618530273,142
2023-02-10,16.5,16.5,15.449999809265137,15.449999809265137,15.449999809265137,10
2023-02-13,14.800000190734863,14.800000190734863,13.100000381469727,13.399999618530273,13.399999618530273,281
2023-02-14,15.119999885559082,15.119999885559082,13.1899995803833,13.5,13.5,302
2023-02-15,13.050000190734863,13.050000190734863,11.800000190734863,11.800000190734863,11.800000190734863,315
2023-02-16,12.949999809265137,13.0,11.130000114440918,13.0,13.0,559
2023-02-17,14.430000305175781,15.0600004196167,13.850000381469727,13.850000381469727,13.850000381469727,535
2023-02-21,15.449999809265137,16.920000076293945,15.449999809265137,16.760000228881836,16.760000228881836,321
2023-02-22,16.799999237060547,18.110000610351562,16.0,16.649999618530273,16.649999618530273,199
2023-02-23,17.649999618530273,17.649999618530273,17.489999771118164,17.489999771118164,17.489999771118164,50
2023-02-24,18.350000381469727,19.100000381469727,18.350000381469727,18.899999618530273,18.899999618530273,4
2023-02-27,17.25,17.25,16.90999984741211,16.90999984741211,16.90999984741211,243
2023-02-28,18.0,18.0,17.25,17.25,17.25,70
2023-03-01,18.25,20.0,18.25,19.600000381469727,19.600000381469727,379
2023-03-02,20.0,21.0,18.68000030517578,18.68000030517578,18.68000030517578,913
2023-03-03,16.700000762939453,16.700000762939453,14.800000190734863,14.800000190734863,14.800000190734863,86
2023-03-06,11.5600004196167,12.0,10.5,11.899999618530273,11.899999618530273,1599
2023-03-07,12.100000381469727,14.199999809265137,12.100000381469727,14.050000190734863,14.050000190734863,684
2023-03-08,13.0,13.449999809265137,12.430000305175781,12.5,12.5,829
2023-03-09,11.649999618530273,15.149999618530273,11.649999618530273,14.699999809265137,14.699999809265137,1513
2023-03-10,15.5,17.200000762939453,15.0,17.200000762939453,17.200000762939453,1622
2023-03-13,15.0,15.0,13.0,14.800000190734863,14.800000190734863,1609
2023-03-14,12.850000381469727,14.130000114440918,12.649999618530273,14.079999923706055,14.079999923706055,473
2023-03-15,14.800000190734863,14.800000190734863,12.989999771118164,12.989999771118164,12.989999771118164,58
2023-03-16,13.699999809265137,13.699999809265137,9.899999618530273,10.0,10.0,6524
2023-03-17,10.75,11.350000381469727,9.649999618530273,11.149999618530273,11.149999618530273,282
2023-03-20,10.649999618530273,10.649999618530273,8.770000457763672,8.850000381469727,8.850000381469727,2198
2023-03-21,8.699999809265137,9.199999809265137,7.5,7.5,7.5,31086
2023-03-22,7.349999904632568,8.199999809265137,5.599999904632568,8.199999809265137,8.199999809265137,13075
2023-03-23,7.300000190734863,8.600000381469727,5.929999828338623,8.050000190734863,8.050000190734863,8606
2023-03-24,7.75,8.300000190734863,6.75,6.75,6.75,26584
2023-03-27,6.860000133514404,8.199999809265137,6.300000190734863,7.800000190734863,7.800000190734863,5615
2023-03-28,8.350000381469727,9.5,8.350000381469727,8.649999618530273,8.649999618530273,20347
2023-03-29,6.550000190734863,6.699999809265137,5.559999942779541,5.75,5.75,117435
2023-03-30,5.300000190734863,5.349999904632568,4.75,4.820000171661377,4.820000171661377,9122
2023-03-31,4.699999809265137,4.699999809265137,3.200000047683716,3.200000047683716,3.200000047683716,113136
2023-04-03,3.490000009536743,3.490000009536743,2.440000057220459,2.440000057220459,2.440000057220459,458802
2023-04-04,2.2899999618530273,2.950000047683716,2.259999990463257,2.7899999618530273,2.7899999618530273,988328
2023-04-05,3.109999895095825,4.75,3.0,3.5,3.5,310791
2023-04-06,4.150000095367432,4.599999904632568,2.7699999809265137,2.859999895095825,2.859999895095825,259890
2023-04-10,4.599999904632568,5.599999904632568,4.199999809265137,4.300000190734863,4.300000190734863,218166
2023-04-11,4.170000076293945,5.059999942779541,4.050000190734863,4.940000057220459,4.940000057220459,46342
2023-04-12,4.449999809265137,5.5,3.799999952316284,5.300000190734863,5.300000190734863,47822
2023-04-13,4.070000171661377,4.070000171661377,1.6200000047683716,1.7100000381469727,1.7100000381469727,2163707
2023-04-14,2.490000009536743,2.490000009536743,1.3600000143051147,1.5499999523162842,1.5499999523162842,10410333
2023-04-17,1.559999942779541,1.9500000476837158,1.2799999713897705,1.2999999523162842,1.2999999523162842,5544649
2023-04-18,0.9599999785423279,1.0,0.5899999737739563,0.6399999856948853,0.6399999856948853,16887892
2023-04-19,0.8799999952316284,0.9700000286102295,0.23999999463558197,0.33000001311302185,0.33000001311302185,19414571
2023-04-20,0.6700000166893005,0.699999988079071,0.15000000596046448,0.3199999928474426,0.3199999928474426,15608186
2023-04-21,0.6800000071525574,0.800000011920929,0.03999999910593033,0.03999999910593033,0.03999999910593033,28258914
